"REF_NO","children","age_band","status","occupation","occupation_partner","home_status","family_income","self_employed","self_employed_partner","year_last_moved","TVarea","post_code","post_area","Average.Credit.Card.Transaction","Balance.Transfer","Term.Deposit","Life.Insurance","Medical.Insurance","Average.A.C.Balance","Personal.Loan","Investment.in.Mutual.Fund","Investment.Tax.Saving.Bond","Home.Loan","Online.Purchase.Amount","Revenue.Grid","gender","region","Investment.in.Commudity","Investment.in.Equity","Investment.in.Derivative","Portfolio.Balance"
5159,"1","26-30","Partner","Business Manager","Business Manager","Own Home",">=35,000","No","No",1999,"Meridian","TN27 9BD","TN27",122.95,66.97,68.96,305.83,241.79,59.9,62.43,201.32,5.99,0,39.95,2,"Female","South East",161.3,61.6,146.21,370.57
10869,"2","31-35","Partner","Professional","Manual Worker","Own Home",">=35,000","No","No",1997,"Central","LE12 9TG","LE12",0,0,0,0,0,0,30.98,0,24.47,0,0,2,"Female","East Midlands",0,9.24,9.24,-19.37
8926,"1","41-45","Partner","Secretarial/Admin","Manual Worker","Rent from Council/HA","<17,500, >=15,000","No","Yes",1983,"Scottish TV","G68 9JZ","G68",0,0,0,0,0,14.97,0,0,0,0,0,2,"Female","Scotland",0,2.5,2.5,-1.48
1056,"Zero","45-50","Single/Never Married","Professional","Unknown","Own Home","<22,500, >=20,000","No","No",1988,"Granada","BL0 9DF","BL0",0,0,0,0,0,0,0,14.48,0,0,0,2,"Female","North West",0,2.41,2.41,2.47
9518,"1","45-50","Partner","Professional","Professional","Own Home",">=35,000","No","No",1986,"Carlton","SS6 8TD","SS6",0,0,29.99,32.48,59.46,27.94,179.36,12.97,0,0,109.48,2,"Female","South East",24.39,54.96,52.04,90.06
3334,"Zero","51-55","Partner","Housewife","Manual Worker","Own Home","<22,500, >=20,000","No","Yes",1986,"Unknown","IM8 2BE","IM8",0,19.99,0,0.01,0,0,0,0,0,0,0,2,"Female","Isle of Man",4,0,0,-4.14
4285,"3","36-40","Partner","Professional","Manual Worker","Own Home","<20,000, >=17,500","No","No",1987,"HTV","SA10 8ND","SA10",0,0,0,40.47,0,27.46,0,0,14.99,0,0,2,"Female","Wales",8.09,7.08,13.82,-13.35
2476,"Zero","65-70","Widowed","Retired","Unknown","Rent Privately","< 4,000","No","No",1996,"HTV","SA31 1RQ","SA31",0,1.05,0,40.48,0,12.98,0,41.47,0,0,0,2,"Female","Wales",8.31,9.08,15.82,0.11
976,"Zero","61-65","Partner","Retired","Retired","Own Home","<15,000, >=12,500","No","No",1962,"Yorkshire","HU19 2AJ","HU19",31.49,31.48,49.97,49.47,11.48,14.99,0,53.95,9.99,0,14.99,2,"Female","Unknown",34.78,15.65,23.31,13.5
9196,"2","26-30","Partner","Manual Worker","Professional","Own Home","<30,000, >=27,500","No","No",1996,"Unknown","CH62 8BJ","CH62",0,0,0,43.99,53.97,101.96,24.97,112.95,0,0,0,1,"Male","Unknown",19.59,39.98,56.31,127.65
180,"2","36-40","Partner","Professional","Professional","Rent Privately",">=35,000","No","No",1996,"Granada","CW9 8FB","CW9",10.99,310.94,0,134.94,0,28.49,0,54.47,0,5.49,0,2,"Female","North West",91.37,14.74,36.32,161.9
6991,"1","55-60","Partner","Secretarial/Admin","Professional","Own Home",">=35,000","No","Yes",1991,"Scottish TV","PA11 3HE","PA11",36.96,59.98,0,71.46,19.48,16.47,59.45,34.95,14.98,0,0,2,"Female","Scotland",37.58,20.98,36.13,57.97
6283,"Zero","65-70","Partner","Housewife","Retired","Own Home","<20,000, >=17,500","No","No",1971,"Meridian","L16 8AL","L16",0,0,0,95.91,0,2.99,89.44,0,0,0,16.99,2,"Female","North West",19.18,18.24,31.39,130.68
6815,"1","51-55","Partner","Other","Unknown","Own Home",">=35,000","No","Yes",1997,"Carlton","EN6 5EF","EN6",123.95,0,34.49,0,13.48,6.49,4.49,0,1,9.99,0,2,"Female","South East",34.38,3.66,4.24,16.91
1854,"Zero","65-70","Widowed","Retired","Unknown","Own Home","<27,500, >=25,000","No","No",1985,"Granada","LA23 3DW","LA23",0,140.96,25.48,113.44,0,152.38,0,68.94,35.48,110.17,15.99,2,"Female","North",55.98,63.83,61.71,150.94
7146,"Zero","41-45","Partner","Manual Worker","Manual Worker","Own Home","<12,500, >=10,000","No","No",1975,"Grampian","KW10 6TL","KW10",34.48,0,59.48,0,40.48,0,0,0,15.71,0,0,2,"Female","Scotland",26.89,2.62,9.37,25.74
7271,"2","41-45","Widowed","Professional","Unknown","Own Home","<15,000, >=12,500","No","No",1996,"Border","DG9 0HE","DG9",0,0,0,0,10.99,8.99,12.99,0,6,6.73,212.43,1,"Female","Scotland",2.2,41.19,6.5,56.06
4908,"Zero","22-25","Single/Never Married","Professional","Unknown","Own Home","<20,000, >=17,500","No","No",1999,"Meridian","M31 6SQ","M31",0,25.49,29.49,0,0,0,0,0,0,0,0,2,"Female","North West",11,0,0,-33.75
10697,"Zero","31-35","Partner","Professional","Professional","Own Home",">=35,000","No","No",1993,"Central","LE9 5YJ","LE9",12.98,0,0,58.48,0,21.47,29.98,0,5.99,22.48,0,2,"Male","East Midlands",14.29,13.32,19.32,66.84
6007,"Zero","18-21","Single/Never Married","Other","Manual Worker","Live in Parental Hom","<25,000, >=22,500","No","No",1981,"Carlton","WA7 2JE","WA7",0,0,108.94,0,27.96,0,0,41.47,0,0,0,2,"Female","North West",27.38,6.91,11.57,47.75
10737,"Zero","55-60","Widowed","Professional","Unknown","Own Home","<22,500, >=20,000","No","No",1978,"Grampian","DD5 3EF","DD5",0,50.97,54.98,158.87,69.47,33.45,11.48,9.99,0,2.49,0,2,"Female","Scotland",66.86,9.57,47.21,122.35
3859,"2","41-45","Partner","Other","Other","Own Home","<25,000, >=22,500","No","No",1988,"Tyne Tees","TS5 6RH","TS5",0,0,0,93.96,0,0,0,44.96,0,0,0,2,"Male","North",18.79,7.49,23.15,61.26
2808,"Zero","45-50","Partner","Housewife","Unknown","Own Home","Unknown","No","No",1998,"Central","WR11 6FG","WR11",0,39.48,0,222.91,0,14.48,0,58.45,0,0,199.92,1,"Female","West Midlands",52.48,45.48,49.31,167.27
3270,"Zero","65-70","Partner","Retired","Retired","Own Home","<17,500, >=15,000","No","No",1977,"Meridian","ME17 2LB","ME17",25.48,149.98,0,92.45,9.99,84.98,0,0,0,0,206.83,1,"Female","South East",55.58,48.64,31.24,137.14
6227,"2","36-40","Partner","Business Manager","Secretarial/Admin","Own Home","<27,500, >=25,000","No","No",1988,"Central","WS7 9BT","WS7",0,0,0,0,0,0,0,11.99,0,10.99,0,2,"Male","West Midlands",0,3.83,2,20.42
2818,"Zero","65-70","Widowed","Retired","Unknown","Own Home","<10,000, >= 8,000","No","No",1999,"Scottish TV","KA30 9LS","KA30",84.99,0,58.96,0,0,0,0,0,0,0,0,2,"Female","Scotland",28.79,0,0,53.3
5483,"3","31-35","Partner","Housewife","Professional","Own Home",">=35,000","No","No",1998,"Granada","BL7 9DT","BL7",0,108.97,0,91.45,20.98,0,16,0,1.99,0,0,2,"Female","North West",44.28,3,21.74,107.97
8574,"1","31-35","Partner","Business Manager","Secretarial/Admin","Own Home","<27,500, >=25,000","No","No",1987,"Carlton","HA2 8EH","HA2",0,44.99,0,37.97,0,0,9.99,54.45,0,5.99,0,2,"Male","South East",16.59,11.74,17.07,76.96
670,"Zero","45-50","Partner","Professional","Other","Own Home",">=35,000","No","No",1989,"Unknown","NP11 4NX","NP11",64.48,0,0,42.47,9.99,0,0,19.99,0,0,0,2,"Male","Unknown",23.39,3.33,12.08,35.99
10274,"Zero","51-55","Divorced/Separated","Secretarial/Admin","Unknown","Own Home","<17,500, >=15,000","No","No",1997,"Carlton","SS5 6EN","SS5",0.01,0,0,0,0,0,0,0,0,0,0,2,"Female","South East",0,0,0,4.98
2319,"Zero","31-35","Partner","Manual Worker","Manual Worker","Own Home","<17,500, >=15,000","No","No",1983,"Central","DE55 4LT","DE55",214.4,251.45,116.95,194.4,58.95,47.95,0,216.84,5,0,212.93,1,"Female","East Midlands",167.23,80.45,87.19,273.59
3477,"Zero","61-65","Widowed","Retired","Retired","Own Home","<12,500, >=10,000","No","No",1969,"Central","NG9 5LE","NG9",0,45.48,0,142.42,7.98,18.95,0,0,1.49,0,0,2,"Male","East Midlands",39.18,3.41,28.47,35.22
2018,"Zero","51-55","Partner","Professional","Housewife","Own Home","<27,500, >=25,000","No","No",1984,"Yorkshire","DN8 5QS","DN8",0,0,0,24.49,0,0,0,0,0,0,0,2,"Male","Unknown",4.9,0,4.08,-6.72
4633,"Zero","45-50","Partner","Professional","Secretarial/Admin","Own Home","<27,500, >=25,000","No","No",1980,"Tyne Tees","TS5 5JY","TS5",0,82.47,24.99,0,29.99,46.47,74.94,73.96,0,0,0,2,"Male","North",27.49,32.56,37.56,114.67
5081,"Zero","45-50","Partner","Professional","Professional","Own Home","<30,000, >=27,500","No","No",1993,"Central","SY13 4JA","SY13",3.98,0,0,24.98,0,22.93,0,0,18.22,22.45,4.99,2,"Female","West Midlands",5.79,11.43,11.02,-36.24
9309,"1","22-25","Partner","Secretarial/Admin","Manual Worker","Rent from Council/HA","<17,500, >=15,000","No","No",1997,"Scottish TV","PA28 6RA","PA28",5.98,138.43,144.88,160.87,69.01,87.94,104.41,48.44,0,0,0,2,"Female","Scotland",103.83,40.13,78.45,216.34
10093,"Zero","36-40","Partner","Professional","Retired","Own Home","<30,000, >=27,500","No","Yes",1992,"Meridian","M14 4LY","M14",29.99,44.98,1.03,27.49,9.99,5.99,0,61.93,0,14.99,0,2,"Female","North West",22.7,13.82,17.57,96.91
330,"Zero","26-30","Partner","Unknown","Unknown","Unclassified","Unknown","No","No",0,"Granada","M33 5FE","M33",0,22.99,19.49,0,25.97,29.99,0,74.44,0,0,0,2,"Female","North West",13.69,17.41,21.73,98.33
7294,"Zero","41-45","Partner","Unknown","Business Manager","Own Home","<30,000, >=27,500","No","No",1975,"Yorkshire","S26 2DQ","S26",112.43,173.44,121.93,27.46,24.47,12.48,0,82.9,0,2,0,2,"Female","Unknown",91.95,16.23,24.55,130.44
3261,"3","41-45","Partner","Housewife","Professional","Own Home",">=35,000","No","Yes",1996,"Yorkshire","DN21 3RB","DN21",184.96,142.96,51.48,34.98,19.48,0,26.48,0,0,0,0,2,"Female","East Midlands",86.77,4.41,13.49,79.38
3583,"Zero","41-45","Partner","Manual Worker","Manual Worker","Own Home","<15,000, >=12,500","No","No",1984,"Central","NG23 5DY","NG23",0,0,0,57.98,24.99,9.48,14.97,87.42,0,0,18.98,2,"Female","East Midlands",16.59,21.81,32.47,35.74
1590,"1","31-35","Partner","Secretarial/Admin","Secretarial/Admin","Own Home","<30,000, >=27,500","No","No",1987,"Carlton","SS9 3AR","SS9",0,14.99,0,56.46,0,46.47,62.5,30.96,0,0,0,2,"Female","South East",14.29,23.32,32.73,93.24
3506,"2","31-35","Partner","Other","Manual Worker","Own Home","<25,000, >=22,500","No","No",1997,"TV South West","EX32 8BL","EX32",0,0,0,154.91,0,8.48,0,0,4.99,3.99,0,2,"Female","South West",30.98,2.91,28.06,44.11
9278,"Zero","45-50","Single/Never Married","Business Manager","Secretarial/Admin","Own Home","<27,500, >=25,000","No","No",1986,"HTV","BS23 2QP","BS23",21.48,83.93,56.96,99.92,9.99,84.97,224.28,131.37,40.99,5.48,9.99,2,"Male","South West",54.46,82.85,98.59,304.4
5735,"Zero","61-65","Partner","Retired","Retired","Own Home","<15,000, >=12,500","No","No",1989,"HTV","BS48 3JE","BS48",0,15.49,0,8.49,13.99,9.48,0,70.44,6,0,0,2,"Female","South West",7.59,14.32,18.07,10.61
1132,"Zero","36-40","Partner","Manual Worker","Business Manager","Own Home",">=35,000","No","No",1987,"HTV","SA2 0FN","SA2",0,0.02,0,9.97,0,0,0,38.92,0,7.49,0,2,"Male","Wales",2,7.74,8.15,4.07
8293,"2","31-35","Partner","Secretarial/Admin","Other","Own Home","<27,500, >=25,000","No","No",1996,"Meridian","M12 5QT","M12",0,21.99,0,155.88,26.96,127.21,121.39,77.94,0,4.49,0,2,"Female","North West",40.97,55.17,84.9,176.11
8131,"Zero","51-55","Partner","Housewife","Manual Worker","Own Home","<22,500, >=20,000","No","No",1988,"Central","CV8 2DX","CV8",42.97,114.97,14.99,0,91.96,23.98,0,0,0,0,0,2,"Female","West Midlands",52.98,4,19.32,133.09
6946,"Zero","55-60","Divorced/Separated","Retired","Unknown","Rent Privately","< 4,000","No","No",1993,"Yorkshire","BD2 3BL","BD2",98.96,34.99,79.48,59.48,35.48,0,0,9.99,0,0,0,2,"Female","Unknown",61.68,1.67,17.49,78.71
673,"Zero","61-65","Partner","Housewife","Retired","Own Home","<12,500, >=10,000","No","No",1987,"Yorkshire","BD20 0BQ","BD20",35.48,39.99,738.67,94.44,135.38,118.38,0,85.43,7.48,47.61,25.08,2,"Female","Unknown",208.79,47.33,73.52,362.37
5847,"Zero","26-30","Partner","Business Manager","Unknown","Own Home",">=35,000","No","Yes",1998,"Scottish TV","G62 7HJ","G62",14,0,0.01,0,99.88,0,116.42,0,15.46,0,1,2,"Female","Scotland",22.78,22.15,38.63,115.64
717,"Zero","45-50","Partner","Housewife","Manual Worker","Own Home","<12,500, >=10,000","No","No",1986,"Tyne Tees","TS5 8RZ","TS5",0,0,0,0,0,53.98,0,0,0,0,0,2,"Female","North",0,9,9,15.12
4427,"1","45-50","Partner","Other","Professional","Own Home",">=35,000","No","No",1984,"Yorkshire","BD20 6HT","BD20",0,0,0,0,10.99,0,0,30.97,0,0,0,2,"Female","Unknown",2.2,5.16,6.99,0.47
11507,"3","31-35","Divorced/Separated","Housewife","Professional","Own Home","<27,500, >=25,000","No","Yes",1994,"Central","DE73 1XJ","DE73",0,0,0,270.84,0,5.48,0,35.97,0,0,0,1,"Female","East Midlands",54.17,6.91,52.05,138.7
6907,"2","45-50","Partner","Secretarial/Admin","Professional","Own Home",">=35,000","No","No",1983,"Carlton","SE12 0JT","SE12",47.47,183.96,135.95,162.35,29.45,43.93,55.06,76.88,14.98,26.45,41.98,2,"Female","South East",111.84,43.21,63.78,198.27
6036,"Zero","41-45","Single/Never Married","Secretarial/Admin","Professional","Own Home",">=35,000","No","Yes",1997,"Anglia","MK13 7UE","MK13",0,24.99,0,71.46,0,59.48,0,17.48,0,1.99,1,2,"Female","South East",19.29,13.33,24.74,52.9
6220,"1","51-55","Partner","Housewife","Professional","Own Home","<30,000, >=27,500","Yes","No",1989,"Granada","WA3 6UG","WA3",34.99,0,74.47,92.44,39.99,11.49,13.49,77.45,0,5.99,0,2,"Female","North West",48.38,18.07,39.14,97.97
2625,"3","31-35","Partner","Professional","Professional","Own Home",">=35,000","No","No",1985,"Central","NG13 8RW","NG13",0,0,0,0,0,6.98,0,58.96,22.48,0,13.48,2,"Female","East Midlands",0,16.98,14.74,15.74
9255,"Zero","61-65","Widowed","Professional","Unknown","Rent Privately","<15,000, >=12,500","Yes","No",1988,"Meridian","RG30 3UB","RG30",0,0,0,28.97,0,24.99,0,29.47,0,0,0,2,"Female","South East",5.79,9.08,13.91,53.21
2303,"Zero","65-70","Widowed","Retired","Unknown","Rent from Council/HA","<10,000, >= 8,000","No","No",1957,"Scottish TV","PA14 6BE","PA14",19.49,29.99,127.42,89.97,0,0,0,17.49,0,0,0,2,"Female","Scotland",53.37,2.92,17.91,124.28
2689,"Zero","61-65","Partner","Retired","Retired","Own Home","<15,000, >=12,500","No","No",1991,"Granada","BB10 4TX","BB10",0,0,0,0,0,0,0,0,0,0,0,2,"Female","North West",0,0,0,20.59
6840,"2","31-35","Partner","Other","Professional","Own Home","<30,000, >=27,500","No","No",1982,"HTV","CF62 9ET","CF62",0,0,0,36.98,0,0,26.99,48.98,0,0,0,2,"Female","Wales",7.4,12.66,18.83,47.23
6839,"Zero","71+","Partner","Housewife","Retired","Own Home","<22,500, >=20,000","No","No",1993,"Tyne Tees","DL1 5NS","DL1",79.97,26,27.99,52.4,126.59,0,0,33.96,4.99,13.47,0,2,"Female","North",62.59,8.74,36.32,135.99
6944,"1","31-35","Divorced/Separated","Professional","Business Manager","Own Home","<15,000, >=12,500","Yes","Yes",1993,"Yorkshire","HD6 3QX","HD6",0,24.99,0,0,0,0,23.46,0,0,0,0,2,"Female","Unknown",5,3.91,3.91,59.64
11024,"Zero","51-55","Partner","Professional","Unknown","Rent Privately",">=35,000","No","No",1969,"Tyne Tees","TS25 2AJ","TS25",9.99,179.91,130.97,220.38,0,82.96,3.99,84.11,7.48,14.96,41.56,2,"Female","North",108.25,39.18,66.49,222.45
794,"Zero","51-55","Widowed","Secretarial/Admin","Unknown","Rent from Council/HA","<12,500, >=10,000","No","No",1974,"Tyne Tees","NE12 9HQ","NE12",0,0.51,0,39.98,70.44,44.46,0,57.46,2.49,16.98,14.99,2,"Female","North",22.19,22.73,35.81,32.55
1280,"1","41-45","Partner","Professional","Unknown","Own Home","<25,000, >=22,500","No","Yes",1997,"Carlton","N14 7LL","N14",11.49,104.98,19.49,69.48,9.49,6.48,0,0,0,0,0,2,"Female","South East",42.99,1.08,14.24,42.92
5753,"Zero","26-30","Partner","Secretarial/Admin","Professional","Own Home","<30,000, >=27,500","No","No",1997,"Scottish TV","EH14 7GA","EH14",29.46,29.48,34.97,148.39,20.98,49.43,1,27.46,0,8.98,13.46,2,"Female","Scotland",52.66,16.72,41.21,114.1
7928,"Zero","55-60","Partner","Manual Worker","Secretarial/Admin","Own Home","<30,000, >=27,500","No","No",1971,"Carlton","L23 5ES","L23",51.96,0,0,0,0,0,0,0,0,0,59.45,1,"Male","North West",10.39,9.91,0,71.28
4715,"Zero","36-40","Single/Never Married","Business Manager","Unknown","Own Home","<20,000, >=17,500","No","No",1989,"Carlton","WD2 4RH","WD2",0,0,0,0,0,0,27.48,0,0,0,0,2,"Male","South East",0,4.58,4.58,24.4
1991,"1","71+","Widowed","Retired","Unknown","Own Home","<15,000, >=12,500","No","No",1930,"Carlton","WA15 8EA","WA15",0,0,0,0,13.99,4.48,0,25.97,0,17.48,9.98,2,"Female","North West",2.8,9.65,7.41,89.87
319,"Zero","51-55","Single/Never Married","Unknown","Unknown","Own Home","< 8,000, >= 4,000","Yes","No",1958,"Granada","WN7 3JT","WN7",74.98,0,20,0,34.49,0,0,0,0,0,49.99,2,"Female","North West",25.89,8.33,5.75,53.58
2438,"Zero","61-65","Partner","Retired","Retired","Own Home","< 8,000, >= 4,000","No","No",1968,"Central","SN3 3TB","SN3",11.99,0,0,17.48,34.99,18.96,0,49.46,8.49,0,0,2,"Female","South West",12.89,12.82,21.56,105.29
5145,"Zero","51-55","Partner","Retired","Professional","Own Home","<30,000, >=27,500","No","No",1991,"Grampian","DD5 2RY","DD5",0,0,0,0.51,0,0,0,0,0,0,0,2,"Male","Scotland",0.1,0,0.09,60.19
1612,"1","36-40","Partner","Secretarial/Admin","Professional","Own Home",">=35,000","No","No",1982,"Central","NG25 0BJ","NG25",0,0,32.28,126.93,34.95,59.98,36.97,15.99,0,0,0,2,"Female","East Midlands",38.83,18.82,45.8,112.32
11514,"2","41-45","Partner","Housewife","Professional","Own Home",">=35,000","No","No",1992,"Central","OX15 0PU","OX15",124.93,0,54.48,0,84.42,0,0,0,0,0,0,2,"Female","South East",52.77,0,14.07,76.18
9837,"Zero","45-50","Partner","Housewife","Manual Worker","Own Home","<20,000, >=17,500","No","No",1994,"Meridian","RH12 2JF","RH12",0,29.99,0,51.47,10.99,154.95,0,0,0,0,0,2,"Female","South East",18.49,25.83,36.24,75.53
1416,"3","26-30","Partner","Housewife","Professional","Own Home",">=35,000","No","No",1997,"Carlton","CM23 4EE","CM23",0,89.48,0,0,0,0,32.97,88.96,0,0,157.93,1,"Female","South East",17.9,46.64,20.32,88.74
835,"Zero","22-25","Single/Never Married","Business Manager","Unknown","Own Home",">=35,000","No","No",1998,"Central","NG10 3GH","NG10",9.99,0,24.99,164.95,25.98,0,0,109.42,24.49,0,0,1,"Female","East Midlands",45.18,22.32,54.14,167.63
1666,"1","36-40","Partner","Secretarial/Admin","Manual Worker","Own Home","<27,500, >=25,000","No","Yes",1986,"Carlton","EN11 8PG","EN11",0,0,0,0,0,49.98,6.99,0,0,0,0,2,"Female","South East",0,9.5,9.5,13.28
7872,"Zero","55-60","Partner","Retired","Retired","Own Home","<22,500, >=20,000","No","No",1966,"Meridian","CT15 6BD","CT15",0,420.39,0,112.46,0,36.47,39.98,50.45,0,0,0,2,"Female","South East",106.57,21.15,39.89,171.5
9544,"Zero","65-70","Widowed","Other","Unknown","Own Home","< 8,000, >= 4,000","No","No",1966,"Yorkshire","LS17 7PA","LS17",0,0,0,0,0,0,0,31.97,0,0,0,2,"Female","Unknown",0,5.33,5.33,19.7
886,"Zero","51-55","Partner","Retired","Retired","Own Home","<27,500, >=25,000","No","No",1977,"Central","M8 5PX","M8",0,15.98,182.44,62.96,0,70.47,50.92,0,7.47,0,3.49,2,"Female","North West",52.28,22.06,31.97,96.1
8315,"2","36-40","Partner","Housewife","Professional","Own Home","<27,500, >=25,000","No","No",1988,"Yorkshire","S73 9RF","S73",0,27.99,0,8.99,0,0,0,59.45,0,0,0,2,"Female","Unknown",7.4,9.91,11.41,17.72
9015,"Zero","71+","Partner","Retired","Retired","Own Home","<15,000, >=12,500","No","No",1995,"Carlton","L17 9EJ","L17",0,0,0,0,0,0,0,0,19.99,0,0,2,"Male","North West",0,3.33,3.33,18.2
10751,"1","45-50","Partner","Professional","Manual Worker","Own Home",">=35,000","No","No",1987,"Granada","WA10 5LS","WA10",0,0,0,0,0,23.45,0,0,0,0,0,2,"Female","North West",0,3.91,3.91,24.38
8599,"1","41-45","Partner","Housewife","Professional","Own Home",">=35,000","No","No",1996,"Meridian","M41 4DB","M41",10.99,176.9,73.96,122.9,27.97,4.98,4.29,58.97,0,10.24,212.93,1,"Female","North West",82.54,48.57,36.52,105.47
2389,"1","31-35","Partner","Secretarial/Admin","Other","Own Home","<22,500, >=20,000","No","Yes",1991,"Anglia","IP16 4ED","IP16",0,0,0,0,0,0,58.97,0,0,0,0,2,"Female","East Anglia",0,9.83,9.83,64.95
9568,"1","36-40","Partner","Professional","Professional","Own Home",">=35,000","No","No",1987,"Scottish TV","FK5 4LT","FK5",48.46,0,86.91,37.97,9.48,32.47,28.96,42.97,0,0,21.96,2,"Female","Scotland",36.56,21.06,25.31,151.6
261,"Zero","65-70","Partner","Retired","Retired","Own Home",">=35,000","No","No",1995,"Carlton","HA3 7DP","HA3",0,0,0,0,0,0,0,70.42,0,0,0,2,"Female","South East",0,11.74,11.74,24.62
8468,"Zero","36-40","Single/Never Married","Manual Worker","Other","Own Home",">=35,000","No","No",1994,"Central","NG13 8FF","NG13",0,29.99,49.49,72.97,9.99,41.47,0,42.97,4.99,0,0,2,"Male","East Midlands",32.49,14.91,28.73,30.49
438,"Zero","31-35","Partner","Secretarial/Admin","Business Manager","Own Home","<27,500, >=25,000","No","No",1996,"HTV","BA21 5PN","BA21",49.49,34.99,135.42,218.89,49.98,351.38,0,96.96,8.96,0,44.49,2,"Female","South West",97.75,83.63,121.03,270.12
8908,"4+","65-70","Partner","Retired","Retired","Own Home",">=35,000","No","No",1979,"HTV","SA43 1DQ","SA43",41.97,289.42,0,367.35,26.97,117.38,42.49,213.78,60.41,16.69,10.99,1,"Female","Wales",145.14,76.96,138.06,368.3
10727,"2","26-30","Divorced/Separated","Secretarial/Admin","Manual Worker","Own Home","< 8,000, >= 4,000","No","No",1994,"Carlton","L6 4JA","L6",85.44,47.98,143.42,155.92,43.64,167.86,427.89,63.41,48.93,14.49,114.91,2,"Female","North West",95.28,139.58,151.28,334.07
6581,"2","26-30","Partner","Secretarial/Admin","Manual Worker","Own Home","<30,000, >=27,500","No","No",1995,"Scottish TV","PA1 3AL","PA1",31.48,0,23.48,0,71.95,0,0,0,0,0,0,2,"Female","Scotland",25.38,0,11.99,-11.65
8261,"2","26-30","Partner","Professional","Housewife","Own Home","<30,000, >=27,500","No","No",1997,"Central","LE3 8QA","LE3",74.97,0,352.82,0,157.89,0,0,0,0,0,25.99,2,"Male","East Midlands",117.14,4.33,26.32,173.63
10248,"2","41-45","Partner","Housewife","Professional","Own Home",">=35,000","No","No",1990,"Tyne Tees","NE46 2NY","NE46",0,0.01,34.98,67.93,20.97,47.34,87.44,26.48,0,0,13.49,2,"Female","North",24.78,29.13,41.69,105.06
